Age,Tenure,Usage Frequency,Support Calls,Payment Delay,Total Spend,Last Interaction,Churn,Gender_Male,Subscription Type_Premium,Subscription Type_Standard,Contract Length_Monthly,Contract Length_Quarterly
22,40,29,6,2,345,26,,False,False,True,False,True
64,37,10,7,21,999,25,,True,False,True,False,False
49,41,30,6,25,716,14,,True,True,False,False,False
26,57,10,2,11,584,8,,False,False,True,True,False
25,25,19,9,27,242,3,,False,True,False,False,False
48,38,8,7,8,420,6,,False,False,False,True,False
65,42,25,2,25,466,9,,True,False,True,False,True
42,15,21,6,21,376,25,,True,True,False,True,False
55,17,24,5,10,759,3,,True,False,False,False,True
38,15,1,9,25,373,28,,False,False,True,True,False
36,30,22,7,30,925,9,,False,False,True,False,False
61,20,28,7,2,806,12,,True,False,False,True,False
33,4,14,5,9,903,21,,False,False,True,True,False
21,7,3,6,0,947,11,,True,False,True,False,False
38,41,8,0,0,315,13,,True,True,False,False,False
45,12,5,7,18,668,11,,False,False,True,False,False
48,39,7,9,20,266,12,,True,True,False,True,False
59,51,12,10,6,428,10,,True,False,False,True,False
38,13,16,1,1,135,10,,True,False,True,True,False
65,33,7,8,18,937,29,,False,True,False,True,False
46,11,22,4,4,370,10,,False,False,True,False,False
22,13,3,4,28,757,6,,False,False,True,True,False
30,11,2,4,7,768,7,,False,True,False,True,False
22,1,8,4,8,205,17,,False,True,False,True,False
24,2,24,0,1,303,2,,True,False,True,True,False
55,11,1,4,28,366,6,,True,False,True,False,True
50,38,19,7,4,797,9,,True,False,False,False,True
32,19,23,2,24,672,13,,True,False,True,False,True
51,25,8,2,1,477,13,,True,True,False,True,False
36,4,9,4,28,867,25,,True,False,False,True,False
30,3,11,0,22,634,2,,True,True,False,False,True
31,17,18,9,17,726,6,,True,True,False,False,True
48,36,16,2,23,876,23,,False,False,False,False,False
38,47,24,10,14,675,13,,False,False,False,True,False
29,45,6,5,20,436,15,,True,True,False,False,True
41,20,8,7,0,355,1,,False,False,True,False,True
35,16,7,5,24,924,23,,True,True,False,True,False
65,24,11,4,19,761,20,,True,True,False,False,True
43,56,30,1,1,341,30,,False,False,True,False,False
63,40,16,6,24,628,23,,True,True,False,False,True
51,37,22,4,2,795,10,,False,False,False,False,False
42,27,10,4,3,383,16,,False,False,True,True,False
53,31,16,0,11,763,18,,False,False,False,False,True
28,2,9,3,6,355,26,,True,False,False,False,False
48,52,18,3,18,537,12,,True,False,True,False,True
23,6,25,0,12,343,11,,True,True,False,True,False
21,22,22,4,21,915,30,,False,True,False,True,False
33,34,25,4,14,478,23,,False,True,False,False,False
20,14,13,4,29,630,18,,False,True,False,True,False
49,48,17,9,28,168,3,,True,False,True,True,False
54,17,30,3,26,156,14,,False,True,False,True,False
56,31,5,2,29,239,4,,True,True,False,False,True
61,52,3,2,6,871,30,,True,True,False,False,True
42,37,17,4,20,857,7,,False,False,True,False,True
47,16,30,8,16,856,10,,True,False,True,True,False
65,23,28,8,14,591,26,,True,False,False,True,False
51,49,3,10,26,911,24,,True,True,False,True,False
36,24,19,2,22,813,30,,False,False,False,False,True
40,29,15,3,21,931,19,,True,False,True,False,False
43,6,4,4,30,327,16,,True,False,False,False,True
30,33,10,5,12,578,8,,False,True,False,False,False
22,43,25,6,8,763,6,,False,False,False,True,False
36,5,9,1,1,551,19,,False,True,False,False,True
62,56,1,5,19,138,13,,True,True,False,False,False
25,51,15,6,6,631,27,,False,False,False,False,True
18,47,9,0,8,423,15,,True,True,False,False,True
63,38,19,0,30,842,27,,False,False,True,True,False
48,28,21,0,11,480,19,,False,False,True,False,False
63,31,4,6,2,988,13,,True,False,True,True,False
49,18,20,6,12,605,14,,False,False,True,True,False
45,7,26,8,6,509,23,,True,False,False,False,True
55,26,1,2,18,806,7,,False,False,False,True,False
34,44,8,6,17,749,7,,False,False,False,False,True
38,25,23,7,5,350,8,,False,False,True,False,False
64,13,27,0,4,947,3,,False,False,True,False,True
36,35,6,4,5,693,20,,False,False,False,True,False
36,29,28,5,16,570,1,,False,True,False,False,True
35,47,23,3,1,675,28,,True,False,False,False,False
48,28,10,9,18,184,4,,False,True,False,False,True
19,41,22,4,20,529,24,,True,False,False,True,False
33,25,8,2,21,677,5,,True,False,False,False,False
26,47,14,1,29,462,13,,True,False,True,False,False
42,53,8,2,1,385,22,,False,True,False,True,False
64,26,14,7,2,972,11,,False,False,True,False,True
42,6,9,7,16,919,14,,False,False,False,False,True
39,59,21,4,13,897,21,,False,False,False,True,False
50,17,18,5,24,857,13,,False,False,False,True,False
25,11,7,6,16,190,5,,True,False,False,True,False
53,29,16,7,28,257,4,,True,False,False,False,False
57,59,28,9,6,450,2,,False,False,False,True,False
54,6,13,0,3,101,22,,True,True,False,False,True
37,42,11,0,29,665,12,,True,False,True,False,False
30,51,23,2,30,503,19,,True,True,False,False,True
61,19,21,6,24,298,23,,False,False,True,False,True
40,55,25,10,3,381,16,,True,True,False,False,True
35,57,25,6,11,446,12,,False,False,False,False,False
26,31,9,10,7,449,1,,False,False,False,False,True
20,24,4,4,24,532,27,,False,True,False,False,True
21,25,27,3,24,293,28,,False,False,False,False,True
35,40,11,0,24,734,28,,True,False,False,False,True
22,48,3,4,7,990,15,,True,False,False,True,False
36,26,6,2,29,939,11,,True,False,False,True,False
20,14,12,4,17,584,25,,True,False,True,False,False
54,12,14,2,30,400,12,,False,False,True,True,False
42,5,18,5,22,988,18,,True,False,True,False,True
27,28,5,7,8,171,19,,False,True,False,True,False
49,16,30,2,19,626,7,,False,True,False,False,True
43,10,26,2,2,887,2,,True,False,False,False,False
59,9,9,7,20,170,16,,False,False,False,False,False
42,42,16,9,15,591,11,,False,False,False,False,False
24,48,28,1,14,323,24,,True,True,False,False,True
43,30,28,4,12,682,18,,True,True,False,False,True
55,36,20,8,16,364,24,,False,False,True,False,False
47,19,19,3,25,289,2,,False,False,False,False,False
24,5,10,0,11,588,21,,False,False,False,True,False
35,8,26,10,22,755,27,,False,True,False,False,False
44,18,23,0,11,858,28,,False,False,False,True,False
39,46,14,5,30,577,15,,True,False,False,False,True
36,44,9,6,22,750,21,,False,False,True,False,False
48,5,22,0,4,781,11,,False,False,False,False,False
57,41,11,7,18,793,8,,True,False,False,False,False
60,7,28,6,0,283,25,,True,True,False,False,False
64,21,30,3,0,567,18,,True,True,False,False,False
35,17,16,10,2,794,17,,True,True,False,True,False
43,26,5,0,20,500,18,,True,True,False,False,True
55,21,8,0,6,899,22,,True,True,False,False,True
36,56,30,2,2,584,20,,True,True,False,False,True
23,52,12,6,20,488,30,,False,True,False,False,False
44,44,22,9,24,342,20,,False,True,False,False,False
46,42,19,10,23,434,17,,False,False,False,False,False
60,22,29,7,18,430,2,,True,False,True,False,True
61,40,28,7,1,807,16,,True,False,True,False,True
24,4,24,2,7,327,4,,True,False,True,False,True
50,12,2,7,29,909,3,,False,False,False,False,False
55,15,15,6,20,437,29,,False,False,False,False,True
63,38,6,3,28,335,12,,False,True,False,False,True
53,11,17,4,4,205,1,,False,True,False,False,True
51,53,1,7,26,618,5,,True,False,True,False,True
49,54,14,4,18,593,19,,False,True,False,False,False
51,35,15,9,3,434,3,,True,False,True,False,True
24,48,22,3,2,600,2,,True,False,False,False,False
64,34,21,2,28,293,14,,True,False,True,False,False
36,9,7,6,21,765,17,,True,False,False,False,True
29,51,6,0,25,272,29,,False,True,False,False,False
23,9,10,8,25,826,11,,False,True,False,False,True
54,42,17,5,6,389,17,,True,False,False,True,False
22,5,3,0,15,283,30,,True,False,False,True,False
34,59,18,6,29,601,17,,True,False,True,False,True
39,36,9,4,10,456,7,,True,False,False,False,True
64,22,10,8,16,481,18,,True,True,False,False,False
64,52,27,1,26,188,28,,True,False,True,False,False
19,16,4,5,19,730,30,,True,False,True,False,False
41,23,19,0,23,121,5,,True,False,False,True,False
65,8,3,7,2,119,20,,True,True,False,False,True
24,44,21,3,1,995,2,,True,False,True,True,False
59,52,15,6,20,703,6,,True,True,False,True,False
39,44,30,4,14,759,23,,False,False,False,True,False
23,46,14,3,30,837,2,,False,False,True,False,True
38,49,9,7,25,197,1,,False,False,False,True,False
39,50,19,1,8,193,26,,False,False,False,True,False
26,9,30,0,30,738,21,,False,False,False,False,True
51,7,3,10,13,831,12,,True,False,False,False,True
29,1,28,4,30,874,21,,True,True,False,False,False
48,14,3,4,5,658,19,,True,False,True,False,False
38,19,22,9,30,546,15,,True,False,False,False,False
49,54,23,5,3,659,24,,True,True,False,False,False
40,37,26,9,9,860,22,,True,False,True,True,False
50,31,15,8,25,753,26,,False,False,False,False,True
26,32,16,10,23,809,25,,True,True,False,False,True
42,29,4,2,29,745,23,,True,False,True,False,False
62,58,6,9,11,872,4,,False,True,False,False,False
22,12,4,9,9,445,20,,False,False,True,True,False
40,56,17,0,30,511,21,,False,False,True,True,False
55,49,26,5,7,260,12,,False,False,True,False,False
51,56,18,4,8,359,9,,False,False,True,True,False
31,19,19,8,23,251,1,,False,False,False,True,False
41,7,19,0,11,169,14,,False,True,False,False,True
49,39,2,0,16,708,20,,True,False,True,False,False
29,59,19,6,18,753,30,,False,True,False,False,True
63,2,11,2,7,979,11,,True,False,True,False,False
42,49,2,10,12,723,6,,True,False,True,False,False
62,9,3,8,24,295,29,,False,False,False,False,True
34,10,21,8,26,398,28,,False,False,False,False,False
50,25,11,3,9,468,4,,True,False,True,True,False
26,1,15,8,17,884,6,,True,False,False,False,False
55,12,25,4,17,277,17,,False,False,False,False,True
49,23,9,1,7,560,10,,True,True,False,False,False
23,21,26,9,15,313,13,,False,True,False,False,False
61,6,11,3,27,157,17,,True,False,True,False,True
46,18,15,5,28,987,2,,True,False,False,True,False
26,54,6,4,27,195,25,,True,False,True,True,False
59,47,17,2,14,790,12,,True,False,True,False,True
55,9,7,2,28,644,6,,True,True,False,True,False
59,35,14,3,20,429,4,,False,False,False,False,False
57,29,22,8,26,509,7,,False,False,True,True,False
53,1,20,3,11,392,12,,False,True,False,False,True
30,30,6,6,11,995,5,,False,True,False,False,False
52,20,5,9,13,239,29,,False,False,False,False,True
38,34,9,6,28,784,9,,True,False,False,True,False
52,5,5,5,0,436,6,,True,False,False,True,False
45,19,8,3,0,681,1,,True,True,False,False,True
54,4,11,5,12,152,29,,False,False,True,False,True
40,11,8,6,26,300,29,,False,False,True,True,False
44,13,23,4,22,140,17,,False,True,False,True,False
28,1,1,8,13,916,16,,False,False,True,True,False
41,11,7,7,7,660,21,,True,True,False,False,False
52,8,18,0,27,921,15,,True,True,False,True,False
49,21,8,5,29,264,21,,True,False,False,False,True
65,1,30,2,12,755,3,,False,False,False,True,False
65,30,7,4,16,672,15,,False,True,False,True,False
28,50,14,5,23,674,16,,False,True,False,True,False
23,51,14,5,30,198,24,,False,True,False,False,True
42,4,7,6,0,580,19,,False,True,False,False,True
20,44,14,0,9,797,11,,False,False,True,False,True
19,37,13,8,8,434,21,,False,False,True,True,False
34,23,10,5,0,519,6,,False,True,False,True,False
43,31,19,6,22,462,12,,False,False,False,False,True
55,17,24,2,19,114,26,,True,False,True,False,True
63,25,6,9,15,872,20,,False,False,True,False,True
32,50,30,6,0,368,8,,True,False,False,False,False
19,54,10,4,25,633,4,,False,False,False,False,False
19,34,5,3,27,544,2,,False,False,True,False,True
24,28,29,10,16,719,20,,True,False,False,False,True
52,53,13,1,17,296,27,,True,False,True,False,True
28,10,10,3,15,144,2,,True,False,False,False,True
64,1,23,3,5,153,14,,False,False,False,True,False
36,43,6,8,2,344,4,,False,False,False,True,False
57,33,18,6,27,324,6,,True,False,False,False,True
20,54,24,6,12,851,8,,False,False,False,False,True
58,10,2,3,14,243,9,,False,True,False,False,False
50,34,1,4,26,673,7,,False,True,False,False,False
57,59,26,1,28,537,20,,True,True,False,False,True
64,31,10,3,11,362,5,,False,True,False,False,True
53,56,24,0,12,805,23,,True,False,False,True,False
33,60,9,6,2,375,22,,False,False,False,False,False
52,5,9,9,22,628,19,,False,False,True,False,True
19,53,2,4,20,333,7,,True,False,False,True,False
28,60,7,3,14,109,14,,False,False,True,True,False
38,56,4,4,18,493,8,,False,True,False,True,False
51,9,22,10,17,962,29,,False,False,True,False,True
29,21,15,8,4,605,3,,True,True,False,False,False
35,30,30,4,4,619,7,,False,False,False,True,False
28,41,28,3,16,479,28,,False,False,True,True,False
42,11,18,3,12,447,14,,False,False,False,False,False
51,31,17,5,10,673,5,,True,True,False,False,True
26,52,25,3,24,384,22,,True,True,False,True,False
64,40,7,7,1,328,5,,True,False,True,False,False
61,24,20,1,21,520,6,,True,False,True,True,False
46,7,11,9,5,932,20,,False,False,False,False,False
60,59,2,10,11,554,17,,True,True,False,True,False
63,45,27,7,1,550,2,,True,True,False,False,False
40,39,17,2,29,995,17,,False,False,True,False,False
30,29,18,7,1,513,5,,True,False,False,False,True
62,36,27,2,1,521,26,,False,False,True,False,False
47,28,17,8,11,337,13,,True,True,False,True,False
44,45,10,0,20,885,27,,False,False,True,False,True
46,45,9,4,30,927,20,,True,False,False,False,True
19,31,9,3,7,607,27,,True,True,False,False,False
22,10,17,9,5,298,23,,True,False,True,True,False
19,59,26,3,4,889,14,,False,False,False,False,False
61,16,17,9,2,956,5,,False,False,False,False,True
32,15,28,0,17,845,29,,False,False,True,False,True
52,3,21,8,4,483,6,,True,False,False,False,True
27,10,3,10,5,803,18,,False,False,False,True,False
36,25,27,4,17,640,12,,True,False,False,False,True
26,28,22,9,12,818,1,,False,False,True,False,True
62,54,2,5,22,724,19,,False,True,False,True,False
25,50,12,0,8,712,17,,True,True,False,False,False
62,8,22,7,18,536,25,,False,False,False,True,False
20,25,29,8,22,147,12,,False,True,False,True,False
35,7,3,0,21,211,30,,True,False,False,False,False
46,12,21,10,13,111,18,,True,True,False,False,True
65,22,25,0,6,562,9,,False,True,False,True,False
63,35,21,1,5,176,5,,False,False,True,False,True
41,52,20,10,16,555,3,,True,False,False,False,False
29,18,13,0,16,312,21,,True,True,False,False,False
64,30,24,8,1,777,24,,True,True,False,False,True
27,47,10,0,3,994,17,,False,False,False,True,False
55,59,14,0,8,316,19,,False,False,True,False,True
39,48,28,10,17,367,4,,True,True,False,False,False
19,56,30,4,3,279,28,,False,False,False,True,False
39,46,23,1,22,235,15,,True,True,False,True,False
25,27,30,1,24,157,23,,False,True,False,True,False
53,48,16,0,2,234,23,,False,True,False,False,False
47,16,24,5,17,695,5,,False,False,True,False,False
37,1,8,3,0,506,21,,False,False,False,True,False
57,17,12,6,5,303,17,,True,False,False,False,True
62,12,12,2,15,269,26,,False,False,False,False,True
44,27,3,7,25,571,25,,True,False,False,True,False
62,20,5,5,28,589,22,,True,False,True,True,False
37,16,5,10,25,587,4,,False,False,True,False,True
26,24,3,10,5,698,16,,False,False,False,True,False
45,6,25,1,23,941,8,,True,False,True,True,False
64,23,14,3,0,347,25,,True,False,True,True,False
52,29,30,1,25,964,3,,False,True,False,True,False
36,30,8,5,10,247,30,,True,False,True,False,False
47,4,18,0,26,641,29,,True,True,False,False,True
45,36,18,6,9,924,11,,True,True,False,False,True
65,32,7,4,24,780,18,,True,False,True,True,False
57,26,22,5,15,552,30,,False,False,True,False,True
62,50,12,1,20,714,22,,False,False,True,True,False
65,29,14,10,24,488,30,,True,True,False,False,False
40,3,25,4,20,284,7,,False,True,False,True,False
50,34,29,2,17,532,4,,True,False,False,False,True
28,52,29,1,21,774,24,,False,False,True,False,True
44,20,21,2,16,375,11,,False,False,False,False,False
44,1,13,7,22,301,19,,True,False,False,False,False
62,5,23,2,0,424,15,,False,False,True,False,False
36,57,1,4,24,739,30,,False,True,False,False,True
23,10,2,3,17,330,7,,True,False,True,False,True
56,17,24,5,17,102,14,,False,False,False,True,False
53,58,26,10,20,133,14,,False,True,False,False,True
30,51,23,1,7,692,3,,True,False,False,False,True
18,51,1,3,6,282,13,,True,False,False,False,True
24,2,3,10,9,585,15,,False,False,False,False,True
52,40,8,3,27,754,30,,False,False,True,False,True
30,50,17,9,14,667,2,,False,True,False,False,True
39,44,15,10,16,135,20,,True,False,False,True,False
50,54,11,1,5,528,29,,False,False,False,False,False
22,37,26,0,14,173,13,,True,True,False,False,True
34,26,13,9,25,603,26,,True,False,True,False,False
29,47,25,9,30,994,17,,False,True,False,False,False
61,33,7,4,3,730,19,,False,True,False,True,False
50,26,1,9,26,747,7,,True,False,False,False,True
34,11,20,0,19,217,10,,False,True,False,True,False
48,40,6,3,15,105,6,,False,False,True,False,True
43,25,19,6,28,991,21,,True,False,True,True,False
62,35,5,9,20,947,11,,True,True,False,True,False
47,59,4,9,19,214,17,,True,False,True,True,False
38,39,19,8,3,620,28,,False,True,False,False,False
59,1,9,8,14,889,11,,False,False,True,False,False
45,60,24,6,0,341,10,,False,False,True,True,False
48,20,20,3,14,101,12,,False,False,False,False,True
55,56,29,0,13,234,13,,True,True,False,True,False
42,52,28,4,27,919,15,,True,True,False,False,False
31,42,1,10,10,696,22,,True,False,True,False,False
25,52,13,10,7,662,29,,False,False,False,False,True
27,34,21,1,15,760,26,,False,False,False,False,True
51,57,20,1,14,782,16,,False,False,False,False,False
20,37,19,5,10,108,9,,False,True,False,True,False
55,19,11,7,8,474,27,,True,False,True,True,False
53,39,29,3,11,366,18,,False,True,False,True,False
25,42,7,4,13,338,7,,True,True,False,False,False
40,8,4,6,10,129,2,,False,False,False,False,False
36,47,25,5,22,850,27,,False,False,True,False,True
30,17,1,10,15,691,1,,False,True,False,False,True
58,17,29,0,19,696,30,,False,False,False,False,True
37,11,13,8,7,589,21,,True,True,False,True,False
27,46,21,8,0,656,21,,True,False,True,False,True
60,34,18,6,29,913,5,,True,False,True,False,True
61,41,6,5,19,975,6,,False,False,False,False,False
62,16,13,1,10,360,5,,True,False,False,True,False
22,42,1,4,16,593,16,,True,False,True,True,False
43,30,4,0,20,568,11,,False,True,False,False,False
60,3,26,0,19,687,18,,True,False,False,False,True
53,9,16,10,26,120,5,,True,False,True,True,False
44,53,7,10,18,440,20,,False,True,False,False,True
43,36,29,10,25,566,17,,False,False,True,False,True
37,29,19,10,6,253,1,,False,False,True,False,True
19,9,30,8,22,554,22,,False,False,False,False,True
26,23,2,6,7,135,22,,False,True,False,True,False
31,1,16,7,17,605,4,,False,True,False,False,True
42,39,19,2,29,371,6,,True,True,False,True,False
39,37,4,8,28,162,23,,False,False,False,False,True
45,25,12,5,18,452,26,,True,False,False,False,True
46,31,30,3,8,574,10,,True,False,False,False,True
38,13,1,2,22,236,3,,True,False,True,False,False
35,40,10,0,9,178,6,,False,True,False,False,True
37,46,25,5,19,123,30,,True,False,False,True,False
63,29,14,2,19,102,23,,True,False,True,True,False
44,35,27,4,5,312,10,,False,True,False,True,False
62,25,23,1,20,988,9,,False,True,False,False,True
62,17,21,7,20,428,7,,False,True,False,False,False
55,10,29,5,10,310,1,,True,False,False,False,True
59,14,3,6,17,176,17,,True,False,True,False,True
64,24,3,5,20,845,7,,False,False,True,False,False
22,45,14,0,26,886,29,,False,False,False,False,False
31,3,11,9,25,786,12,,False,True,False,False,True
37,56,29,3,14,695,18,,True,True,False,True,False
32,60,12,7,29,399,25,,True,True,False,False,True
52,57,17,0,14,257,21,,True,True,False,False,False
49,5,6,6,20,622,24,,False,False,True,False,False
54,59,14,9,1,326,13,,False,False,True,False,False
50,44,6,3,18,337,30,,False,False,False,False,False
49,46,16,3,3,615,21,,True,False,True,True,False
42,21,16,7,25,403,27,,False,False,True,True,False
55,31,20,0,30,833,7,,True,True,False,True,False
23,45,5,3,18,990,17,,True,False,False,True,False
52,25,18,1,12,187,7,,True,False,True,False,False
46,32,25,8,5,530,1,,True,False,True,True,False
34,32,27,9,5,885,6,,True,True,False,False,False
44,27,2,3,2,343,11,,False,True,False,False,True
19,43,15,1,4,382,29,,True,False,True,True,False
21,60,15,6,13,896,29,,True,False,True,False,True
53,52,27,8,10,172,30,,False,False,False,True,False
49,45,1,10,2,551,12,,False,True,False,True,False
60,9,23,4,0,281,17,,True,False,False,False,True
34,26,2,8,5,836,24,,True,True,False,False,False
32,23,10,8,29,956,12,,True,False,False,False,True
53,27,13,9,1,849,3,,False,False,False,False,True
65,25,11,1,4,436,2,,False,False,False,True,False
33,60,3,10,14,459,6,,False,False,False,False,False
43,28,26,5,12,547,25,,True,True,False,True,False
39,33,30,1,23,984,13,,False,False,False,True,False
50,34,28,7,15,810,30,,False,False,True,True,False
64,4,23,2,3,726,8,,False,False,False,True,False
20,20,13,0,18,666,24,,False,False,True,False,True
21,59,12,4,20,342,12,,True,True,False,False,True
38,39,6,3,17,308,5,,False,False,True,True,False
35,31,1,3,15,774,7,,False,True,False,False,False
37,28,26,8,29,460,8,,False,False,False,False,True
32,49,27,9,5,238,8,,True,True,False,True,False
50,1,27,6,10,482,27,,False,False,True,False,False
18,21,21,4,29,574,10,,True,True,False,False,True
59,43,3,3,22,891,24,,True,True,False,False,False
37,60,5,3,10,257,23,,True,False,True,False,False
59,10,7,5,11,171,15,,True,False,True,True,False
65,29,9,8,25,731,22,,True,False,False,True,False
49,20,15,5,24,919,20,,False,False,False,True,False
60,48,24,9,9,276,8,,True,True,False,True,False
60,18,2,6,19,314,23,,False,True,False,False,False
39,2,14,1,7,128,17,,False,False,True,True,False
31,53,14,2,0,724,27,,False,False,True,False,False
42,35,3,1,9,913,14,,False,False,True,False,False
21,56,19,9,22,513,13,,False,False,True,False,False
62,11,9,6,19,708,30,,False,True,False,False,True
20,43,11,7,30,400,2,,False,True,False,False,False
46,48,25,4,20,553,1,,True,False,True,False,True
36,34,30,0,16,763,20,,True,False,True,True,False
64,6,14,8,5,324,24,,True,False,False,False,True
63,16,18,7,16,632,22,,False,False,True,False,False
35,5,30,3,1,426,25,,True,False,True,True,False
47,40,28,0,18,773,24,,True,False,True,True,False
63,48,14,5,24,671,29,,False,False,True,True,False
46,55,29,3,26,388,13,,True,False,False,True,False
47,59,17,9,0,198,23,,False,True,False,True,False
39,59,15,10,23,678,20,,True,True,False,False,True
41,22,21,6,16,150,26,,False,True,False,True,False
54,22,22,9,12,592,14,,True,False,False,True,False
49,13,26,7,17,206,9,,True,False,True,False,True
62,43,16,9,30,299,28,,False,False,False,True,False
38,27,29,6,26,900,10,,False,False,True,False,True
60,36,29,8,30,226,1,,False,True,False,True,False
51,14,28,4,26,427,20,,True,False,True,True,False
55,23,30,9,14,263,7,,False,False,False,True,False
42,59,16,6,29,420,8,,False,False,True,True,False
52,23,28,1,24,937,24,,True,True,False,False,False
28,49,19,0,6,243,15,,False,False,True,True,False
61,19,1,10,28,734,26,,False,False,True,True,False
31,38,7,10,15,724,4,,False,False,True,False,True
25,52,13,2,30,839,7,,False,False,False,True,False
38,53,7,2,15,567,19,,True,False,False,False,True
61,19,6,3,10,785,16,,False,True,False,False,False
39,39,4,6,18,990,15,,True,True,False,True,False
46,17,25,7,15,135,30,,False,False,False,False,True
40,38,21,6,13,762,29,,True,True,False,False,False
64,19,15,3,14,700,27,,False,True,False,True,False
54,58,2,3,10,827,16,,True,False,False,False,False
40,11,11,0,2,871,30,,False,True,False,True,False
36,27,13,6,7,471,21,,True,False,True,False,True
42,34,1,8,14,858,15,,False,True,False,True,False
58,40,15,9,27,965,28,,False,False,True,True,False
64,25,30,6,12,867,14,,True,True,False,False,True
43,51,3,10,28,509,3,,True,True,False,True,False
63,14,18,10,29,171,26,,True,False,True,False,True
44,18,9,6,21,589,22,,True,False,False,True,False
49,59,2,8,27,576,3,,True,True,False,False,True
30,40,25,7,27,886,5,,False,False,False,True,False
30,20,7,9,17,232,18,,False,True,False,True,False
29,7,18,6,10,896,14,,False,True,False,True,False
64,10,11,5,22,973,11,,True,True,False,True,False
33,23,30,7,3,293,10,,True,False,True,False,True
23,57,4,1,30,356,22,,True,True,False,False,False
54,27,23,8,27,890,9,,True,True,False,False,False
59,40,8,10,29,737,26,,True,True,False,True,False
47,39,2,3,17,621,14,,False,False,True,False,False
47,33,3,10,24,886,25,,False,True,False,True,False
36,31,3,3,6,384,27,,False,False,True,False,True
51,55,27,4,9,314,24,,False,False,True,False,True
43,47,22,0,16,353,6,,True,False,True,True,False
50,34,22,0,6,507,7,,True,True,False,False,False
65,44,10,6,11,674,19,,True,False,False,False,True
20,18,20,7,20,548,2,,True,False,True,False,True
57,17,26,6,29,789,16,,False,False,False,False,True
52,59,7,8,5,539,20,,True,False,True,False,False
39,45,29,0,10,873,26,,False,False,True,False,True
61,21,28,4,17,411,21,,False,False,True,False,False
20,2,7,5,27,223,10,,False,False,False,False,False
49,49,9,10,14,863,10,,False,True,False,False,False
18,43,22,6,9,100,5,,False,True,False,False,True
27,15,14,9,8,667,13,,False,True,False,False,True
45,21,14,4,25,142,29,,True,False,True,False,False
20,29,4,9,13,768,22,,True,False,True,False,True
46,19,14,4,25,811,19,,False,False,True,False,True
19,15,13,7,27,401,24,,False,True,False,True,False
61,11,2,3,15,749,9,,True,True,False,False,False
36,45,22,4,14,897,19,,False,False,False,False,False
29,17,18,5,18,121,1,,False,False,True,False,False
26,42,21,7,21,901,6,,True,False,True,False,True
18,55,7,1,2,781,26,,False,False,True,False,True
38,23,26,6,14,255,9,,False,True,False,False,True
48,29,9,8,7,483,24,,True,False,True,False,False
21,5,28,4,28,943,24,,False,False,False,False,False
64,30,30,5,1,927,29,,True,False,True,True,False
55,53,4,10,15,706,17,,True,True,False,True,False
37,42,5,10,23,492,13,,False,False,True,True,False
53,20,4,3,2,342,12,,True,False,True,False,False
42,25,27,7,26,525,15,,True,False,True,True,False
40,48,3,1,2,350,30,,False,False,False,True,False
53,60,6,0,24,307,24,,False,True,False,False,True
61,45,21,1,24,342,24,,False,False,False,False,False
41,15,27,6,13,308,30,,False,True,False,False,True
62,46,8,5,24,931,18,,False,False,False,False,True
53,52,10,10,0,160,2,,False,True,False,True,False
53,37,14,10,12,199,11,,True,True,False,True,False
31,38,28,5,10,122,6,,True,False,True,True,False
31,12,3,6,15,158,6,,False,True,False,False,False
47,55,22,3,6,263,9,,False,True,False,False,False
63,24,13,1,6,141,3,,False,False,False,True,False
58,31,3,6,16,537,21,,True,False,True,True,False
65,4,7,8,0,748,6,,True,False,True,True,False
24,55,15,6,2,785,27,,False,True,False,False,False
49,36,2,1,27,873,15,,True,False,True,False,False
47,34,22,10,0,582,9,,False,False,False,False,True
24,13,19,4,19,710,5,,False,False,True,True,False
19,45,3,7,17,205,11,,True,False,True,False,False
33,44,7,1,17,980,16,,True,True,False,True,False
39,49,18,5,17,387,14,,True,False,False,True,False
26,60,8,8,23,546,30,,False,False,True,False,False
31,24,30,8,2,698,27,,False,False,True,False,True
42,35,3,7,28,647,2,,True,True,False,True,False
58,21,12,0,20,302,11,,True,True,False,False,False
22,35,12,4,22,861,2,,False,True,False,True,False
46,3,26,9,2,546,6,,True,False,True,True,False
44,4,28,1,29,136,1,,False,False,True,True,False
57,55,16,0,9,255,4,,True,True,False,True,False
23,46,14,4,0,930,2,,False,False,False,False,False
51,29,26,3,15,616,6,,True,True,False,True,False
25,46,3,4,15,837,17,,True,True,False,False,False
24,18,24,8,18,215,21,,True,False,False,False,True
58,23,2,5,9,824,19,,False,False,False,False,False
56,28,22,0,18,573,4,,True,False,True,True,False
60,57,9,7,30,586,1,,True,False,True,False,False
20,44,19,5,25,163,17,,True,False,True,True,False
36,28,20,0,4,733,12,,False,False,True,False,True
38,56,5,6,9,518,8,,False,True,False,False,False
43,28,7,2,21,185,25,,True,False,True,False,True
55,15,11,10,6,800,16,,True,False,True,True,False
52,21,20,1,19,991,30,,False,True,False,True,False
49,40,12,5,12,762,14,,False,False,False,True,False
52,56,5,5,25,151,10,,False,False,False,True,False
20,9,27,10,12,471,10,,True,False,False,False,True
20,29,16,9,7,593,17,,False,True,False,False,True
62,24,13,1,0,679,28,,True,False,True,False,True
44,24,12,4,8,239,24,,True,True,False,False,False
35,47,13,8,18,694,11,,False,True,False,False,True
